OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
b2b_science_and_technology,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
abrasives_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
natural_gas_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
b2b_dairies,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
tableware_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
box_lunch_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
water_softening_equipment_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
b2b_jewelers,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
sand_and_gravel_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
b2b_machinery_and_tools,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
thread_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
retaining_wall_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
hydraulic_equipment_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
b2b_electronic_equipment,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
laboratory_equipment_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
window_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
aggregate_supplier,Business-to-Business,Business-to-Business,425120,Wholesale Trade Agents and Brokers
suicide_prevention_services,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
elder_care_planning,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
community_center,Community & Social Services,Community & Social Services,624110,Child and Youth Services
home_organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
donation_center,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
charity_organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
foster_care_services,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
crisis_intervention_services,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
fraternal_organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
volunteer_association,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
homeowner_association,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
career_counseling,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
senior_citizen_services,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
welders,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
domestic_business_and_trade_organizations,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
blood_and_plasma_donation_center,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
labor_union,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
political_organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
youth_organizations,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
social_service_organizations,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
community_services_non_profits,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
private_association,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
gay_and_lesbian_services_organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
veterans_organization,Community & Social Services,Community & Social Services,624190,Other Individual and Family Services
packaging_contractors_and_service,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
contractor,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
kitchen_remodeling,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
painting,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
plumbing,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
roofing,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
closet_remodeling,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
construction_services,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
demolition_service,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
carpenter,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
excavation_service,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
tiling,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
road_contractor,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
logging_contractor,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
well_drilling,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
stone_and_masonry,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
boat_builder,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
paving_contractor,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
masonry_contractors,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
face_painting,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
waterproofing,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
siding,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
electrician,Construction & Contractors,Construction & Contractors,238210,Electrical Contractors and Other Wiring Installation Contractors
insulation_installation,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
flooring_contractors,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
hvac_supplier,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
altering_and_remodeling_contractor,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
building_contractor,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
masonry_concrete,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
septic_services,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
hvac_services,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
bathroom_remodeling,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
childproofing,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
builders,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
drywall_services,Construction & Contractors,Construction & Contractors,236220,Commercial and Institutional Building Construction
vocal_coach,Education,Education,611710,Educational Support Services
science_schools,Education,Education,611710,Educational Support Services
cardio_classes,Education,Exercise/Wellness,713940,Fitness and Recreational Sports Centers
law_schools,Education,Education,611710,Educational Support Services
child_care_and_day_care,Education,Education,611710,Educational Support Services
cpr_classes,Education,Education,611710,Educational Support Services
wine_tasting_classes,Education,Education,611710,Educational Support Services
tutoring_center,Education,Education,611710,Educational Support Services
boat_rental_and_training,Education,Education,611710,Educational Support Services
architecture_schools,Education,Education,611710,Educational Support Services
parenting_classes,Education,Education,611710,Educational Support Services
middle_school,Education,Education,611110,Elementary and Secondary Schools
school,Education,Education,611110,Elementary and Secondary Schools
adult_education,Education,Education,611710,Educational Support Services
flight_school,Education,Education,611710,Educational Support Services
speech_training,Education,Education,611710,Educational Support Services
educational_camp,Education,Education,611710,Educational Support Services
educational_research_institute,Education,Education,611710,Educational Support Services
self_defense_classes,Education,Exercise/Wellness,713940,Fitness and Recreational Sports Centers
day_care_preschool,Education,Education,611710,Educational Support Services
private_school,Education,Education,611710,Educational Support Services
life_coach,Education,Education,611710,Educational Support Services
montessori_school,Education,Education,611710,Educational Support Services
first_aid_class,Education,Education,611710,Educational Support Services
vocational_and_technical_school,Education,Education,611710,Educational Support Services
educational_services,Education,Education,611710,Educational Support Services
cooking_classes,Education,Education,611710,Educational Support Services
business_schools,Education,Education,611710,Educational Support Services
engineering_schools,Education,Education,611710,Educational Support Services
preschool,Education,Education,624410,Child Day Care Services
library,Education,Education,519120,Libraries and Archives
dui_school,Education,Education,611710,Educational Support Services
religious_school,Education,Education,611710,Educational Support Services
charter_school,Education,Education,611710,Educational Support Services
after_school_program,Education,Education,611710,Educational Support Services
research_institute,Education,Education,611710,Educational Support Services
elementary_school,Education,Education,611110,Elementary and Secondary Schools
education,Education,Education,611710,Educational Support Services
waldorf_school,Education,Education,611710,Educational Support Services
pet_training,Education,Education,611710,Educational Support Services
high_school,Education,Education,611110,Elementary and Secondary Schools
school_district_offices,Education,Education,611110,Elementary and Secondary Schools
massage_school,Education,Education,611710,Educational Support Services
tasting_classes,Education,Education,611710,Educational Support Services
cycling_classes,Education,Beauty & Wellness,812199,Other Personal Care Services
student_union,Education,Education,611710,Educational Support Services
childbirth_education,Education,Education,611710,Educational Support Services
language_school,Education,Education,611630,Language Schools
