OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality
recreational_vehicle_dealer,Automotive,Automotive,18048,Sports and Recreation > Recreation Center,Sports and Recreation , Recreation Center,0.636,Medium
vehicle_shipping,Automotive,Automotive,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.538,Low
watch_repair_service,Automotive,Automotive,11157,Business and Professional Services > Repair Service,Business and Professional Services , Repair Service,0.9,High
automotive_consultant,Automotive,Automotive,17005,Retail > Automotive Retail,Retail , Automotive Retail,0.684,Medium
windshield_installation_and_repair,Automotive,Automotive,19028,Travel and Transportation > Tourist Information and Service,Travel and Transportation , Tourist Information and Service,0.523,Low
gas_station,Automotive,Automotive,11173,Business and Professional Services > TV Station,Business and Professional Services , TV Station,0.762,Medium
auto_insurance,Automotive,Automotive,11107,Business and Professional Services > Insurance Agency,Business and Professional Services , Insurance Agency,0.6,Medium
art_restoration,Automotive,Automotive,11004,Business and Professional Services > Art Restoration Service,Business and Professional Services , Art Restoration Service,0.9,High
auto_electrical_repair,Automotive,Automotive,17023,Retail > Computers and Electronics Retail,Retail , Computers and Electronics Retail,0.593,Low
scooter_dealers,Automotive,Automotive,11117,Business and Professional Services > Lottery Retailer,Business and Professional Services , Lottery Retailer,0.645,Medium
home_window_tinting,Automotive,Automotive,11076,Business and Professional Services > Home Improvement Service,Business and Professional Services , Home Improvement Service,0.465,Low
bathtub_and_sink_repairs,Automotive,Automotive,15000,Health and Medicine,Health and Medicine,,0.512,Low
cable_car_service,Automotive,Automotive,19065,Travel and Transportation > Cable Car,Travel and Transportation , Cable Car,0.9,High
truck_gas_station,Automotive,Automotive,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,0.667,Medium
damage_restoration,Automotive,Automotive,16056,Landmarks and Outdoors > Dam,Landmarks and Outdoors , Dam,0.9,High
auto_manufacturers_and_distributors,Automotive,Automotive,11120,Business and Professional Services > Manufacturer,Business and Professional Services , Manufacturer,0.9,High
motorcycle_repair,Automotive,Automotive,11117,Business and Professional Services > Lottery Retailer,Business and Professional Services , Lottery Retailer,0.606,Medium
car_sharing,Automotive,Automotive,10008,Arts and Entertainment > Casino,Arts and Entertainment , Casino,0.588,Low
aircraft_dealer,Automotive,Automotive,10004,Arts and Entertainment > Art Gallery,Arts and Entertainment , Art Gallery,0.615,Medium
generator_installation_repair,Automotive,Automotive,11171,Business and Professional Services > Translation Service,Business and Professional Services , Translation Service,0.542,Low
lawn_mower_repair_service,Automotive,Automotive,11157,Business and Professional Services > Repair Service,Business and Professional Services , Repair Service,0.9,High
automobile_leasing,Automotive,Automotive,11009,Business and Professional Services > Automotive Service,Business and Professional Services , Automotive Service,0.611,Medium
b2b_tractor_dealers,Automotive,Automotive,17014,Retail > Baby Store,Retail , Baby Store,0.483,Low
motorsport_vehicle_dealer,Automotive,Automotive,19023,Travel and Transportation > Port,Travel and Transportation , Port,0.9,High
mobile_dent_repair,Automotive,Automotive,16004,Landmarks and Outdoors > Bike Trail,Landmarks and Outdoors , Bike Trail,0.571,Low
livestock_dealers,Automotive,Automotive,10053,Arts and Entertainment > Ticket Seller,Arts and Entertainment , Ticket Seller,0.533,Low
auto_company,Automotive,Automotive,12115,Community and Government > Utility Company,Community and Government , Utility Company,0.741,Medium
automobile_registration_service,Automotive,Automotive,11004,Business and Professional Services > Art Restoration Service,Business and Professional Services , Art Restoration Service,0.778,Medium
transmission_repair,Automotive,Automotive,17039,Retail > Fashion Retail,Retail , Fashion Retail,0.606,Medium
fuel_dock,Automotive,Automotive,11059,Business and Professional Services > Funeral Home,Business and Professional Services , Funeral Home,0.571,Low
ceiling_and_roofing_repair_and_service,Automotive,Construction & Contractors,11027,Business and Professional Services > Computer Repair Service,Business and Professional Services , Computer Repair Service,0.59,Low
town_car_service,Automotive,Automotive,11025,Business and Professional Services > Child Care Service,Business and Professional Services , Child Care Service,0.706,Medium
mechanical_engineers,Automotive,Automotive,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.9,High
engine_repair_service,Automotive,Automotive,11157,Business and Professional Services > Repair Service,Business and Professional Services , Repair Service,0.9,High
automotive_storage_facility,Automotive,Automotive,11165,Business and Professional Services > Storage Facility,Business and Professional Services , Storage Facility,0.9,High
auto_restoration_services,Automotive,Automotive,11004,Business and Professional Services > Art Restoration Service,Business and Professional Services , Art Restoration Service,0.917,High
appliance_repair_service,Automotive,Automotive,11157,Business and Professional Services > Repair Service,Business and Professional Services , Repair Service,0.9,High
furniture_reupholstery,Automotive,Automotive,16028,Landmarks and Outdoors > Nature Preserve,Landmarks and Outdoors , Nature Preserve,0.595,Low
auto_upholstery,Automotive,Automotive,17004,Retail > Auction House,Retail , Auction House,0.643,Medium
trailer_repair,Automotive,Automotive,12114,Community and Government > Trailer Park,Community and Government , Trailer Park,0.846,High
oil_change_station,Automotive,Automotive,19006,Travel and Transportation > Electric Vehicle Charging Station,Travel and Transportation , Electric Vehicle Charging Station,0.627,Medium
motorcycle_manufacturer,Automotive,Automotive,11120,Business and Professional Services > Manufacturer,Business and Professional Services , Manufacturer,0.9,High
game_truck_rental,Automotive,Automotive,19003,Travel and Transportation > Boat Rental,Travel and Transportation , Boat Rental,0.643,Medium
golf_cart_dealer,Automotive,Automotive,18016,Sports and Recreation > Golf,Sports and Recreation , Golf,0.9,High
eyelash_service,Beauty & Wellness,Beauty & Wellness,11038,Business and Professional Services > Event Service,Business and Professional Services , Event Service,0.714,Medium
muay_thai_club,Beauty & Wellness,Beauty & Wellness,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.583,Low
boot_camp,Beauty & Wellness,Beauty & Wellness,15005,Health and Medicine > Blood Bank,Health and Medicine , Blood Bank,0.526,Low
martial_arts_club,Beauty & Wellness,Beauty & Wellness,18036,Sports and Recreation > Martial Arts Dojo,Sports and Recreation , Martial Arts Dojo,0.765,Medium
boxing_class,Beauty & Wellness,Beauty & Wellness,10006,Arts and Entertainment > Bowling Alley,Arts and Entertainment , Bowling Alley,0.56,Low
laser_hair_removal,Beauty & Wellness,Beauty & Wellness,17039,Retail > Fashion Retail,Retail , Fashion Retail,0.562,Low
nutritionist,Beauty & Wellness,Beauty & Wellness,15023,Health and Medicine > Nutritionist,Health and Medicine , Nutritionist,1.0,High
coworking_space,Beauty & Wellness,Beauty & Wellness,12116,Community and Government > Polling Place,Community and Government , Polling Place,0.643,Medium
makerspace,Beauty & Wellness,Beauty & Wellness,14009,Event > Marketplace,Event , Marketplace,0.762,Medium
beauty_salon,Beauty & Wellness,Beauty & Wellness,11173,Business and Professional Services > TV Station,Business and Professional Services , TV Station,0.545,Low
tattoo_removal,Beauty & Wellness,Beauty & Wellness,17005,Retail > Automotive Retail,Retail , Automotive Retail,0.581,Low
kickboxing_club,Beauty & Wellness,Beauty & Wellness,10011,Arts and Entertainment > Country Club,Arts and Entertainment , Country Club,0.593,Low
aerial_fitness_center,Beauty & Wellness,Beauty & Wellness,11021,Business and Professional Services > Business Center,Business and Professional Services , Business Center,0.667,Medium
reiki,Beauty & Wellness,Beauty & Wellness,17000,Retail,Retail,,0.545,Low
shared_office_space,Beauty & Wellness,Beauty & Wellness,11020,Business and Professional Services > Office > Business and Strategy Consulting Office,Business and Professional Services , Office ,0.9,High
hair_extensions,Beauty & Wellness,Beauty & Wellness,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,0.5,Low
boudoir_photography,Beauty & Wellness,Beauty & Wellness,11137,Business and Professional Services > Photography Service,Business and Professional Services , Photography Service,0.579,Low
yoga_instructor,Beauty & Wellness,Beauty & Wellness,11028,Business and Professional Services > Construction,Business and Professional Services , Construction,0.667,Medium
fitness_trainer,Beauty & Wellness,Beauty & Wellness,19066,Travel and Transportation > Train,Travel and Transportation , Train,0.9,High
beauty_and_spa,Beauty & Wellness,Beauty & Wellness,11162,Business and Professional Services > Security and Safety,Business and Professional Services , Security and Safety,0.667,Medium
karate_club,Beauty & Wellness,Beauty & Wellness,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.667,Medium
tanning_bed,Beauty & Wellness,Beauty & Wellness,10018,Arts and Entertainment > Gaming Cafe,Arts and Entertainment , Gaming Cafe,0.545,Low
fitness_exercise_equipment,Beauty & Wellness,Beauty & Wellness,11105,Business and Professional Services > Industrial Equipment Supplier,Business and Professional Services , Industrial Equipment Supplier,0.509,Low
hair_salon,Beauty & Wellness,Beauty & Wellness,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,0.609,Medium
gymnastics_club,Beauty & Wellness,Beauty & Wellness,18029,Sports and Recreation > Gymnastics,Sports and Recreation , Gymnastics,0.9,High
float_spa,Beauty & Wellness,Beauty & Wellness,17055,Retail > Floating Market,Retail , Floating Market,0.583,Low
eyebrow_service,Beauty & Wellness,Beauty & Wellness,11038,Business and Professional Services > Event Service,Business and Professional Services , Event Service,0.714,Medium
hair_removal,Beauty & Wellness,Beauty & Wellness,17039,Retail > Fashion Retail,Retail , Fashion Retail,0.538,Low
skin_care,Beauty & Wellness,Beauty & Wellness,18086,Sports and Recreation > Fishing Area,Sports and Recreation , Fishing Area,0.667,Medium
hair_loss_center,Beauty & Wellness,Beauty & Wellness,15055,Health and Medicine > Weight Loss Center,Health and Medicine , Weight Loss Center,0.765,Medium
esthetician,Beauty & Wellness,Beauty & Wellness,15027,Health and Medicine > Physician,Health and Medicine , Physician,0.6,Medium
gym,Beauty & Wellness,Beauty & Wellness,18021,Sports and Recreation > Gym and Studio,Sports and Recreation , Gym and Studio,0.9,High
dietitian,Beauty & Wellness,Beauty & Wellness,15007,Health and Medicine > Dentist,Health and Medicine , Dentist,0.625,Medium
day_spa,Beauty & Wellness,Beauty & Wellness,16013,Landmarks and Outdoors > Dive Spot,Landmarks and Outdoors , Dive Spot,0.5,Low
blow_dry_blow_out_service,Beauty & Wellness,Beauty & Wellness,11061,Business and Professional Services > Health and Beauty Service,Business and Professional Services , Health and Beauty Service,0.6,Medium
tattoo_and_piercing,Beauty & Wellness,Beauty & Wellness,19021,Travel and Transportation > Pier,Travel and Transportation , Pier,0.9,High
piercing,Beauty & Wellness,Beauty & Wellness,19021,Travel and Transportation > Pier,Travel and Transportation , Pier,0.9,High
pilates_studio,Beauty & Wellness,Beauty & Wellness,11005,Business and Professional Services > Art Studio,Business and Professional Services , Art Studio,0.75,Medium
