OM_CATEGORY_LABEL,OM_SIMPLIFIED_CATEGORY,OM_UPDATED_CATEGORY,FSQ_CATEGORY_ID,FSQ_CATEGORY_LABEL,FSQ_CATEGORY_PRIMARY,FSQ_CATEGORY_SECONDARY,MATCH_SCORE,MATCHED_TEXT,ALTERNATES
surgical_center,Other Services,Other Services,10005,Arts and Entertainment > Bingo Center,Arts and Entertainment , Bingo Center,85.5,arts and entertainment bingo center,Arts and Entertainment > Bingo Center (ID 10005) [85.5]; Arts and Entertainment > Laser Tag Center (ID 10022) [85.5]; Arts and Entertainment > Party Center (ID 10034) [85.5]; Business and Professional Services > Business Center (ID 11021) [85.5]; Business and Professional Services > Convention Center (ID 11029) [85.5]
irrigation_companies,Other Services,Other Services,19062,Travel and Transportation > Transport Hub > Airport > Plane,Travel and Transportation , Transport Hub ,72.0,plane,Travel and Transportation > Transport Hub > Airport > Plane (ID 19062) [72.0]; Landmarks and Outdoors > States and Municipalities > Town (ID 16067) [67.5]; Business and Professional Services > Refrigeration and Ice Supplier (ID 11154) [63.0]; Community and Government > Education (ID 12009) [61.07142857142858]; Arts and Entertainment > Fair (ID 10017) [60.00000000000001]
typing_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
pool_and_hot_tub_services,Other Services,Other Services,10012,Arts and Entertainment > Country Dance Club,Arts and Entertainment , Country Dance Club,85.5,arts and entertainment country dance club,Arts and Entertainment > Country Dance Club (ID 10012) [85.5]; Arts and Entertainment > Disc Golf Course (ID 10014) [85.5]; Arts and Entertainment > Laser Tag Center (ID 10022) [85.5]; Arts and Entertainment > Mini Golf Course (ID 10023) [85.5]; Arts and Entertainment > Movie Theater > Drive-in Theater (ID 10025) [85.5]
investing,Other Services,Other Services,19015,Travel and Transportation > Lodging > Inn,Travel and Transportation , Lodging ,72.0,inn,Travel and Transportation > Lodging > Inn (ID 19015) [72.0]; Event > Line (ID 14008) [67.5]; Travel and Transportation > Road > Intersection (ID 19061) [66.66666666666667]; Community and Government > Assisted Living (ID 12117) [64.28571428571429]; Event > Convention (ID 14002) [63.52941176470588]
pharmaceutical_companies,Other Services,Other Services,17145,Retail > Pharmacy,Retail , Pharmacy,84.0,pharmacy,Retail > Pharmacy (ID 17145) [84.0]; Travel and Transportation > Transport Hub > Airport > Plane (ID 19062) [72.0]; Landmarks and Outdoors > Farm (ID 16014) [67.5]; Landmarks and Outdoors > Park (ID 16032) [67.5]; Community and Government > Utility Company (ID 12115) [66.00000000000001]
audiovisual_equipment_rental,Other Services,Other Services,11006,Business and Professional Services > Audiovisual Service,Business and Professional Services , Audiovisual Service,85.5,business and professional services audiovisual service,Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Electrical Equipment Supplier (ID 11032) [85.5]; Business and Professional Services > Equipment Rental Service (ID 11037) [85.5]; Business and Professional Services > Industrial Equipment Supplier (ID 11105) [85.5]; Business and Professional Services > Rental Service (ID 11156) [85.5]
holiday_decorating,Other Services,Other Services,18054,Sports and Recreation > Skating,Sports and Recreation , Skating,75.00000000000001,skating,Sports and Recreation > Skating (ID 18054) [75.00000000000001]; Travel and Transportation > Train (ID 19066) [72.0]; Landmarks and Outdoors > Bay (ID 16002) [68.4]; Travel and Transportation > Lodging > Hotel (ID 19014) [67.5]; Travel and Transportation > Port (ID 19023) [67.5]
hydro_jetting,Other Services,Other Services,18054,Sports and Recreation > Skating,Sports and Recreation , Skating,65.45454545454547,skating,"Sports and Recreation > Skating (ID 18054) [65.45454545454547]; Travel and Transportation > Lodging > Inn (ID 19015) [60.00000000000001]; Travel and Transportation > Train (ID 19066) [60.00000000000001]; Travel and Transportation > Transport Hub > Metro Station (ID 19046) [54.78260869565218]; Business and Professional Services > Home Improvement Service > Heating, Ventilating and Air Conditioning Contractor (ID 11087) [54.0]"
psychoanalyst,Other Services,Healthcare & Medical,15020,Health and Medicine > Mental Health Service > Psychologist,Health and Medicine , Mental Health Service ,72.0,psychologist,Health and Medicine > Mental Health Service > Psychologist (ID 15020) [72.0]; Landmarks and Outdoors > Canal (ID 16009) [72.0]; Health and Medicine > Physician > Psychiatrist (ID 15047) [64.0]; Landmarks and Outdoors > Bay (ID 16002) [60.00000000000001]; Arts and Entertainment > Psychic and Astrologer (ID 10046) [57.14285714285714]
endoscopist,Other Services,Healthcare & Medical,13027,Dining and Drinking > Restaurant > Bistro,Dining and Drinking , Restaurant ,60.00000000000001,bistro,Dining and Drinking > Restaurant > Bistro (ID 13027) [60.00000000000001]; Business and Professional Services > Home Improvement Service > Doors and Windows Contractor (ID 11082) [57.27272727272727]; Health and Medicine > Hospital > Children's Hospital (ID 15058) [57.27272727272727]; Health and Medicine > Physician > Oncologist (ID 15040) [57.14285714285714]; Health and Medicine > Dentist (ID 15007) [55.55555555555556]
orthotics,Other Services,Healthcare & Medical,19023,Travel and Transportation > Port,Travel and Transportation , Port,77.14285714285715,port,Travel and Transportation > Port (ID 19023) [77.14285714285715]; Health and Medicine > Physician > Orthopedic Surgeon (ID 15043) [64.28571428571429]; Community and Government > Government Building > Courthouse (ID 12067) [63.1578947368421]; Arts and Entertainment > Circus (ID 10009) [60.00000000000001]; Arts and Entertainment > Museum > Erotic Museum (ID 10029) [60.00000000000001]
chocolatier,Other Services,Other Services,19021,Travel and Transportation > Pier,Travel and Transportation , Pier,77.14285714285715,pier,Travel and Transportation > Pier (ID 19021) [77.14285714285715]; Retail > Food and Beverage Retail > Chocolate Store (ID 17062) [76.92307692307692]; Dining and Drinking > Restaurant > Diner (ID 13049) [67.5]; Landmarks and Outdoors > River (ID 16043) [67.5]; Retail > Automotive Retail > Motor Scooter Dealership (ID 17141) [60.35294117647058]
home_decor,Other Services,Other Services,11059,Business and Professional Services > Funeral Home,Business and Professional Services , Funeral Home,85.5,business and professional services funeral home,Business and Professional Services > Funeral Home (ID 11059) [85.5]; Business and Professional Services > Home Improvement Service (ID 11076) [85.5]; Business and Professional Services > Home Improvement Service > Bathroom Contractor (ID 11077) [85.5]; Business and Professional Services > Home Improvement Service > Carpenter (ID 11078) [85.5]; Business and Professional Services > Home Improvement Service > Chimney Sweep (ID 11080) [85.5]
diagnostic_imaging,Other Services,Healthcare & Medical,19009,Travel and Transportation > Lodging,Travel and Transportation , Lodging,65.45454545454547,lodging,Travel and Transportation > Lodging (ID 19009) [65.45454545454547]; Dining and Drinking > Restaurant > Deli (ID 13039) [60.00000000000001]; Health and Medicine > Physician > Obstetrician Gynecologist (Ob-gyn) (ID 15039) [60.00000000000001]; Landmarks and Outdoors > Dam (ID 16056) [60.00000000000001]; Sports and Recreation > Skating (ID 18054) [60.00000000000001]
nanny_services,Other Services,Other Services,11000,Business and Professional Services,Business and Professional Services,,85.5,business and professional services,Business and Professional Services (ID 11000) [85.5]; Business and Professional Services > Advertising Agency (ID 11001) [85.5]; Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Architecture Firm (ID 11003) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]
bookbinding,Other Services,Other Services,19009,Travel and Transportation > Lodging,Travel and Transportation , Lodging,65.45454545454547,lodging,Travel and Transportation > Lodging (ID 19009) [65.45454545454547]; Dining and Drinking > Restaurant > Turkish Restaurant > Turkish Home Cooking Restaurant (ID 13373) [62.18181818181819]; Arts and Entertainment > Zoo (ID 10056) [60.00000000000001]; Dining and Drinking > Restaurant > Diner (ID 13049) [60.00000000000001]; Travel and Transportation > Lodging > Inn (ID 19015) [60.00000000000001]
chambers_of_commerce,Other Services,Other Services,10003,Arts and Entertainment > Arcade,Arts and Entertainment , Arcade,60.00000000000001,arcade,"Arts and Entertainment > Arcade (ID 10003) [60.00000000000001]; Business and Professional Services > Financial Service > Banking and Finance > ATM (ID 11044) [60.00000000000001]; Dining and Drinking > Bar (ID 13003) [60.00000000000001]; Dining and Drinking > Cafe, Coffee, and Tea House > Café (ID 13034) [60.00000000000001]; Event > Conference (ID 14001) [60.00000000000001]"
travel_agents,Other Services,Tourism & Attractions,19000,Travel and Transportation,Travel and Transportation,,85.5,travel and transportation,Travel and Transportation (ID 19000) [85.5]; Travel and Transportation > Baggage Locker (ID 19001) [85.5]; Travel and Transportation > Bike Rental (ID 19002) [85.5]; Travel and Transportation > Boat Rental (ID 19003) [85.5]; Travel and Transportation > Border Crossing (ID 19004) [85.5]
macarons,Other Services,Other Services,13120,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Macanese Restaurant,Dining and Drinking , Restaurant ,72.0,macanese restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Macanese Restaurant (ID 13120) [72.0]; Dining and Drinking > Restaurant > Mac and Cheese Joint (ID 13060) [64.28571428571429]; Business and Professional Services > Construction (ID 11028) [60.00000000000001]; Dining and Drinking > Bar (ID 13003) [60.00000000000001]; Dining and Drinking > Restaurant > Indian Restaurant > Maharashtrian Restaurant (ID 13215) [60.00000000000001]
placenta_encapsulation_service,Other Services,Healthcare & Medical,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,85.5,business and professional services agriculture and forestry service,Business and Professional Services > Agriculture and Forestry Service (ID 11002) [85.5]; Business and Professional Services > Art Restoration Service (ID 11004) [85.5]; Business and Professional Services > Audiovisual Service (ID 11006) [85.5]; Business and Professional Services > Automotive Service (ID 11009) [85.5]; Business and Professional Services > Automotive Service > Automotive Repair Shop (ID 11010) [85.5]
