OM_Category,Best_Match_FSQ_Category_Label,Best_Match_FSQ_Category_Name,Best_Match_FSQ_Category_ID,Confidence_Score,Alternative_1_FSQ_Label,Alternative_1_Score,Alternative_2_FSQ_Label,Alternative_2_Score,Alternative_3_FSQ_Label,Alternative_3_Score,Alternative_4_FSQ_Label,Alternative_4_Score
armenian_restaurant,Dining and Drinking > Restaurant > Armenian Restaurant,Armenian Restaurant,5f2c2b7db6d05514c7044837,86.0,Dining and Drinking > Restaurant > American Restaurant,58.79,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Argentinian Restaurant,58.12,Dining and Drinking > Restaurant > Italian Restaurant > Campanian Restaurant,57.87,Dining and Drinking > Restaurant > Italian Restaurant > Sardinian Restaurant,57.87
army_and_navy_store,Retail > Arts and Crafts Store,Arts and Crafts Store,4bf58dd8d48988d127951735,44.33,Retail > Food and Beverage Retail > Candy Store,43.0,Retail > Food and Beverage Retail > Meat and Seafood Store,41.7,Retail > Cannabis Store,40.58,Retail > Board Store,40.33
aromatherapy,Business and Professional Services > Laboratory,Laboratory,63be6904847c3692a84b9b69,21.82,Business and Professional Services > Laundromat,21.82,Arts and Entertainment > Art Gallery,20.87,Arts and Entertainment > Performing Arts Venue > Amphitheater,20.0,Community and Government > Cemetery,20.0
art_gallery,Arts and Entertainment > Art Gallery,Art Gallery,4bf58dd8d48988d1e2931735,86.0,Arts and Entertainment > Museum > Art Museum,39.05,Community and Government > Education > Art School,39.05,Business and Professional Services > Art Restoration Service,36.47,Business and Professional Services > Art Studio,35.24
art_museum,Arts and Entertainment > Museum > Art Museum,Art Museum,4bf58dd8d48988d18f941735,86.0,Arts and Entertainment > Museum > Erotic Museum,54.3,Arts and Entertainment > Museum,53.0,Arts and Entertainment > Museum > History Museum,49.67,Arts and Entertainment > Museum > Science Museum,46.33
art_restoration,Business and Professional Services > Art Restoration Service,Art Restoration Service,63be6904847c3692a84b9b28,77.58,Business and Professional Services > Art Studio,45.6,Community and Government > Education > Art School,42.4,Arts and Entertainment > Museum > Art Museum,36.0,Arts and Entertainment > Art Gallery,35.38
art_restoration_service,Business and Professional Services > Art Restoration Service,Art Restoration Service,63be6904847c3692a84b9b28,86.0,Business and Professional Services > Tutoring Service,45.05,Business and Professional Services > Real Estate Service,44.9,Business and Professional Services > Translation Service,44.9,Travel and Transportation > Transportation Service,44.78
art_school,Community and Government > Education > Art School,Art School,63be6904847c3692a84b9b9f,86.0,Community and Government > Education > College and University > Law School,55.0,Community and Government > Education > Private School,53.0,Arts and Entertainment > Samba School,52.09,Community and Government > Education > Trade School,52.09
art_space_rental,Travel and Transportation > Boat Rental,Boat Rental,5744ccdfe4b0c0459246b4c1,43.0,Travel and Transportation > Bike Rental,40.04,Travel and Transportation > Lodging > Vacation Rental,39.56,Sports and Recreation > Water Sports > Canoe and Kayak Rental,37.39,Business and Professional Services > Event Space,37.07
art_supply_store,Retail > Party Supply Store,Party Supply Store,63be6904847c3692a84b9bf4,67.31,Retail > Furniture and Home Store > Kitchen Supply Store,60.78,Retail > Medical Supply Store,60.78,Retail > Outdoor Supply Store,60.78,Retail > Sporting Goods Retail > Hunting Supply Store,60.78
art_tours,Arts and Entertainment > Museum > Art Museum,Art Museum,4bf58dd8d48988d18f941735,45.26,Business and Professional Services > Art Studio,45.26,Community and Government > Education > Art School,41.05,Arts and Entertainment > Art Gallery,40.0,Business and Professional Services > Art Restoration Service,40.0
artificial_turf,Dining and Drinking > Restaurant > African Restaurant,African Restaurant,4bf58dd8d48988d1c8941735,21.82,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Argentinian Restaurant,21.62,Dining and Drinking > Restaurant > American Restaurant,21.18,Retail > Fashion Retail > Bridal Store,20.74,Dining and Drinking > Restaurant > African Restaurant > Mauritian Restaurant,20.57
arts_and_crafts,Retail > Arts and Crafts Store,Arts and Crafts Store,4bf58dd8d48988d127951735,79.33,Arts and Entertainment,48.95,Arts and Entertainment > Museum,45.61,Arts and Entertainment > Zoo,45.33,Arts and Entertainment > Stadium,45.13
arts_and_entertainment,Arts and Entertainment,Arts and Entertainment,4d4b7104d754a06370d81259,86.0,Arts and Entertainment > Zoo,81.2,Arts and Entertainment > Fair,80.51,Arts and Entertainment > Arcade,79.21,Arts and Entertainment > Casino,79.21
asian_art_museum,Arts and Entertainment > Museum > Art Museum,Art Museum,4bf58dd8d48988d18f941735,60.44,Arts and Entertainment > Museum > Science Museum,43.0,Arts and Entertainment > Museum > History Museum,40.33,Dining and Drinking > Restaurant > Asian Restaurant,38.83,Arts and Entertainment > Museum > Erotic Museum,38.4
asian_fusion_restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Asian Restaurant,4bf58dd8d48988d142941735,62.49,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Baiano Restaurant,48.33,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Tianjin Restaurant,47.55,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Anhui Restaurant,47.1,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant,47.1
asian_grocery_store,Retail > Food and Beverage Retail > Grocery Store,Grocery Store,4bf58dd8d48988d118951735,62.17,Retail > Food and Beverage Retail > Grocery Store > Organic Grocery,46.41,Retail > Sporting Goods Retail > Soccer Store,44.72,Retail > Food and Beverage Retail > Sausage Store,43.83,Retail > Stationery Store,43.76
asian_restaurant,Dining and Drinking > Restaurant > Asian Restaurant,Asian Restaurant,4bf58dd8d48988d142941735,86.0,Dining and Drinking > Restaurant > Caucasian Restaurant,61.56,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,61.06,Dining and Drinking > Restaurant > Asian Restaurant > Malay Restaurant,60.88,Dining and Drinking > Restaurant > Asian Restaurant > Satay Restaurant,60.88
assisted_living_facility,Community and Government > Assisted Living,Assisted Living,5032891291d4c4b30a586d68,60.44,Health and Medicine > Assisted Living Service,58.6,Business and Professional Services > Recycling Facility,43.0,Sports and Recreation > Equestrian Facility,40.52,Business and Professional Services > Storage Facility,40.33
astrologer,Arts and Entertainment > Psychic and Astrologer,Psychic and Astrologer,52f2ab2ebcbc57f1066b8b43,71.0,Business and Professional Services > Home Improvement Service > Roofer,25.0,Landmarks and Outdoors > Castle,25.0,Health and Medicine > Physician > Gastroenterologist,22.86,Health and Medicine > Physician > Pathologist,22.86
atms,Business and Professional Services > Financial Service > Banking and Finance > ATM,ATM,52f2ab2ebcbc57f1066b8b56,34.29,Arts and Entertainment > Museum > Art Museum,22.86,Landmarks and Outdoors > Dam,22.86,Landmarks and Outdoors > Farm,20.0,Travel and Transportation > Platform,20.0
attraction_farm,Arts and Entertainment > Amusement Park > Attraction,Attraction,5109983191d435c0d71c2bb1,55.0,Landmarks and Outdoors > Farm,39.84,Business and Professional Services > Art Restoration Service,23.16,Landmarks and Outdoors > Park > National Park,22.86,Event > Marketplace > Trade Fair,22.4
attractions_and_activities,Business and Professional Services > Automation and Control System,Automation and Control System,63be6904847c3692a84b9b2a,23.27,Arts and Entertainment > Amusement Park > Attraction,22.22,Landmarks and Outdoors > States and Municipalities,21.96,Business and Professional Services > Art Restoration Service,21.22,Retail > Arts and Crafts Store,20.43
atv_recreation_park,Sports and Recreation > Skating > Skate Park,Skate Park,4bf58dd8d48988d167941735,51.25,Sports and Recreation > Recreation Center,43.0,Landmarks and Outdoors > Park > National Park,41.33,Sports and Recreation > Race Track,40.48,Sports and Recreation,40.33
atv_rentals_and_tours,Retail > Adult Store,Adult Store,5267e446e4b0ec79466e48c4,23.41,Retail > Board Store,23.41,Retail > Dance Store,23.41,Travel and Transportation > Boat Rental,22.5,Landmarks and Outdoors,22.33
auction_house,Retail > Auction House,Auction House,63be6904847c3692a84b9be2,86.0,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Acai House,54.3,Business and Professional Services > Health and Beauty Service > Bath House,50.83,Dining and Drinking > Restaurant > Russian Restaurant > Blini House,49.67,Travel and Transportation > Lodging > Boarding House,49.67
audio_visual_equipment_store,Retail > Supplement Store,Supplement Store,5744ccdfe4b0c0459246b4cd,38.66,Retail > Department Store,37.15,Business and Professional Services > Industrial Equipment Supplier,36.86,Retail > Discount Store,35.86,Business and Professional Services > Electrical Equipment Supplier,35.46
audio_visual_production_and_design,Business and Professional Services > Design Studio,Design Studio,4bf58dd8d48988d1f4941735,29.19,Business and Professional Services > Audiovisual Service,25.64,Business and Professional Services > Home Improvement Service > Landscaper and Gardener,19.65,Business and Professional Services > Radio Station,18.72,Business and Professional Services > Home Improvement Service > Interior Designer,18.69
audiologist,Health and Medicine > Physician > Radiologist,Radiologist,63be6904847c3692a84b9bda,36.36,Health and Medicine > Physician > Cardiologist,34.78,Health and Medicine > Physician > Urologist,32.0,Health and Medicine > Physician > Neurologist,29.09,Health and Medicine > Physician > Pathologist,29.09
audiovisual_equipment_rental,Business and Professional Services > Equipment Rental Service,Equipment Rental Service,63be6904847c3692a84b9b3c,54.28,Business and Professional Services > Audiovisual Service,41.87,Business and Professional Services > Industrial Equipment Supplier,38.79,Business and Professional Services > Electrical Equipment Supplier,37.39,Travel and Transportation > Lodging > Vacation Rental,36.8
auditorium,Business and Professional Services > Auditorium,Auditorium,4bf58dd8d48988d173941735,86.0,Community and Government > Education > College and University > College Auditorium,74.57,Arts and Entertainment > Aquarium,26.67,Arts and Entertainment > Stadium,23.53,Arts and Entertainment > Planetarium,22.86
australian_restaurant,Dining and Drinking > Restaurant > Australian Restaurant,Australian Restaurant,4bf58dd8d48988d169941735,86.0,Dining and Drinking > Restaurant > Austrian Restaurant,61.0,Dining and Drinking > Restaurant > French Restaurant > Catalan Restaurant,57.87,Dining and Drinking > Restaurant > Italian Restaurant,57.87,Dining and Drinking > Restaurant > Asian Restaurant,57.59
austrian_restaurant,Dining and Drinking > Restaurant > Austrian Restaurant,Austrian Restaurant,52e81612bcbc57f1066b7a01,86.0,Dining and Drinking > Restaurant > Australian Restaurant,61.0,Dining and Drinking > Restaurant > Asian Restaurant,59.57,Dining and Drinking > Restaurant > French Restaurant > Alsatian Restaurant,58.79,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Syrian Restaurant,58.56
auto_body_shop,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,Body Piercing Shop,52f2ab2ebcbc57f1066b8b20,52.17,Retail > Auto Workshop,45.96,Retail > Automotive Shop,43.92,Dining and Drinking > Dessert Shop > Gelato Shop,41.93,Dining and Drinking > Dessert Shop > Pastry Shop,41.93
auto_company,Community and Government > Utility Company,Utility Company,63be6904847c3692a84b9bb4,52.63,Business and Professional Services > Mobile Company,50.69,Business and Professional Services > Technology Business > Software Company,48.71,Retail > Auto Workshop,45.4,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,39.6
auto_customization,Retail > Auto Workshop,Auto Workshop,56aa371be4b08b9a8d5734d3,41.06,Business and Professional Services > Radio Station,25.81,Travel and Transportation > Transport Hub > Metro Station,25.81,Business and Professional Services > TV Station,25.71,Community and Government > Education > Adult Education,24.24
auto_detailing,Retail > Auto Workshop,Auto Workshop,56aa371be4b08b9a8d5734d3,37.81,Retail > Automotive Retail,28.81,Community and Government > Government Building > Capitol Building,24.0,Retail > Fashion Retail,22.86,Travel and Transportation > Boat Rental,22.4
