OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label
auto_upholstery,Automotive,Automotive,Business and Professional Services,11102,Business and Professional Services > Home Improvement Service > Upholstery Service
trailer_repair,Automotive,Automotive,Business and Professional Services,11010,Business and Professional Services > Automotive Service > Automotive Repair Shop
oil_change_station,Automotive,Automotive,Business and Professional Services,11013,Business and Professional Services > Automotive Service > Oil Change Service
motorcycle_manufacturer,Automotive,Automotive,Business and Professional Services,11012,Business and Professional Services > Automotive Service > Motorcycle Repair Shop
game_truck_rental,Automotive,Automotive,Business and Professional Services,11037,Business and Professional Services > Equipment Rental Service
golf_cart_dealer,Automotive,Automotive,Business and Professional Services,11000,Business and Professional Services
eyelash_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
muay_thai_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
boot_camp,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
martial_arts_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
boxing_class,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
laser_hair_removal,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11067,Business and Professional Services > Health and Beauty Service > Hair Removal Service
nutritionist,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
coworking_space,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11128,Business and Professional Services > Office > Coworking Space
makerspace,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
beauty_salon,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon
tattoo_removal,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11067,Business and Professional Services > Health and Beauty Service > Hair Removal Service
kickboxing_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
aerial_fitness_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center
reiki,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
shared_office_space,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11128,Business and Professional Services > Office > Coworking Space
hair_extensions,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon
boudoir_photography,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11137,Business and Professional Services > Photography Service
yoga_instructor,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
fitness_trainer,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
beauty_and_spa,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11061,Business and Professional Services > Health and Beauty Service
karate_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
tanning_bed,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11074,Business and Professional Services > Health and Beauty Service > Tanning Salon
fitness_exercise_equipment,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
hair_salon,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon
gymnastics_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
float_spa,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa
eyebrow_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
hair_removal,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11067,Business and Professional Services > Health and Beauty Service > Hair Removal Service
skin_care,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11072,Business and Professional Services > Health and Beauty Service > Skin Care Clinic
hair_loss_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center
esthetician,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
gym,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
dietitian,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
day_spa,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11073,Business and Professional Services > Health and Beauty Service > Spa
blow_dry_blow_out_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11066,Business and Professional Services > Health and Beauty Service > Dry Cleaner
tattoo_and_piercing,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11065,Business and Professional Services > Health and Beauty Service > Body Piercing Shop
piercing,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11065,Business and Professional Services > Health and Beauty Service > Body Piercing Shop
pilates_studio,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11005,Business and Professional Services > Art Studio
venue_and_event_space,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11039,Business and Professional Services > Event Space
massage,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11070,Business and Professional Services > Health and Beauty Service > Massage Clinic
gymnastics_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center
horse_trainer,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
weight_loss_center,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11021,Business and Professional Services > Business Center
nail_salon,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11071,Business and Professional Services > Health and Beauty Service > Nail Salon
tattoo,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11075,Business and Professional Services > Health and Beauty Service > Tattoo Parlor
sauna,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
chinese_martial_arts_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
art_space_rental,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11004,Business and Professional Services > Art Restoration Service
sports_and_fitness_instruction,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
fitness_equipment_wholesaler,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11032,Business and Professional Services > Electrical Equipment Supplier
yoga_studio,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11005,Business and Professional Services > Art Studio
brazilian_jiu_jitsu_club,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
dog_trainer,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
tanning_salon,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11074,Business and Professional Services > Health and Beauty Service > Tanning Salon
waxing,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
threading_service,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
sugaring,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11000,Business and Professional Services
spray_tanning,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11074,Business and Professional Services > Health and Beauty Service > Tanning Salon
hair_stylist,Beauty & Wellness,Beauty & Wellness,Business and Professional Services,11064,Business and Professional Services > Health and Beauty Service > Hair Salon
